NU_INSCRICAO,NU_NOTA_MT
68043cf6df7116c4fbe9e8c461155a79d1149997,517.3832
ffbf2b9497516c22da904a5736fef527ba8b868f,443.0549
5001def5a54c7352a7f5efe6ca553cddeca44e73,492.0713
3c0db6da5f1639ebd267f63eaf86ac8569a8527f,605.6851
c69d18e6e6b386e2e1592648d9e2366de5f64c06,472.37952
c57a918711e5f9909c06865804a1cc13ccb38936,472.6526
d43c8bc37d22f63102d62317b61cbcdb1331054c,574.5299
373440621611720645f51dbbada979c89bb14cd9,484.47925
6cb9ea06bba586157fee26eb9d3642894fd55b43,465.44278
b6ec42121f5e7659aa01f3ebe1d18e02b74b3a7a,472.37952
84db81d48417a1f9bef9a5b72a0eb395b5a9846e,495.90698
36f872f6120d768d0659a8dc67903c0ebf85f7e1,433.68408
6eac66cd9ec970d8887a7df2ed69c132b8049521,472.37952
194268c39d944ac4b3930c2c0bd8342c15773ad0,472.37952
32ecd1831c2972d2e350967d4c96614030d9c2e6,431.7531
d6ee1053b27c4c184f9f5dc8c804c99f204a32dc,472.37952
9f9fc9c670143177022b7ea79292186768fb3849,445.9476
fe8333dd7a48c2c6da19394b93e6413b2d969588,705.1242
993bbc66f81ddc13f9b4c47931ab71f5c472f0d6,517.3832
e7155d360d9614f96d8f28af8cebee412228e753,493.03876
8bc5a02113c1d872fd3d7c745df40e622400e51a,658.3181
2900ff93d1f83e953e0b7abdfa3fb081366c967c,472.37952
e3674c21fa2357713f79e3e228580d7a772c62ca,519.7492
7c8d53c9ecdb67403aa3a048a3d91f076934b160,472.37952
406d38e4421757935a3e7898f767a98c306e4015,472.37952
9aa4a411cd914b73b9d2843d50f7796dad1c0969,445.01334
061ec45bddd19204b4ed9e1cc794b116aaffcd97,621.2052
a90881337238e2cea4c2ce693aa1b6bb8dc3e23d,455.87418
0cae68bb07813f6be4f476c21d699c697cb479d9,472.37952
1ab6ff506119fe0fb2b17147c7019e7419a4be14,458.10123
83400bcebb04d1605ad7d37568b1bf4bde04b494,446.9635
54899865c8bed8eb4d54c8d4c8ae09a30864290c,703.6793
63e7e834e16f11029f62736780b3a101cac5e5f8,545.62616
dc7a06efb8feb5e397b1d57d5478e2965322e80e,457.62616
625786c698ec763a4dbba2978876dacf605d42c8,472.37952
8ba8d9f7e4d980b58556226d906e2236659cda4f,418.45282
db1b380fa7e57e26a6aaf292a1ce10cd88be4d5c,472.37952
ef52f1830fe4acb0d7ce223353a239b3fac81925,437.95264
873ca0475258c0454ff969ff7f8b779c30729f48,459.7919
43d7bd465f67853f09b8ea211afa8cba29d6452a,421.41705
0495f3de4b62dd3864b46d99dd94d2cac5ee30e5,427.20914
691a5440a2e6406b5444e5322ca44e06ccb3ddf6,509.38226
49a9e7f2baa21147daed25a03be27ef0d785cdaf,435.0848
f9f2a8ef22a9ca0df9043d97f8091821346f7efa,542.13275
2c2e3ea8b9a1097ce7a9330a386a2b32b4693317,554.033
97854c6bc17f30f476dc404dc3e74bda38afb8ba,472.37952
c57e5c73a18d895c0d10f18f4ca74d5073c16698,532.9121
2ed840bcb61092680e034399b5b638d6492e146e,472.37952
20eaf4dfc827e8fa9f3fc7d7c7b7ba1c66e4fba7,446.79773
1a4a30ccca625947b0d2a60f25702e8066320f5c,472.37952
291eda98ff5f826d1adeec3ce1efc385ece76e7c,438.15512
a976f1e8f9ba929071999ca384edb2f2bd0e0026,452.939
fe944ad10aedde4f5e27c0db435fd4bd65a12dc3,472.37952
601eb56c4870e7f3ce567bef879997434fab6978,438.15512
195b20dc6c758d0fb1709ceeb16fff1be40ba63c,496.26575
8d2007f35400585b1a23535658a56e3f56deae16,588.5285
504fb778c3000f0f74c49d28a157ef535df7b26e,501.2979
41486a1936312d298dd64860a5d146bbe6e1f6ad,448.43082
9b451f12c10f88c290d1c4f6e84bf4d12094e8d1,472.37952
eaf79174460e09e7653d588de06f97e1bbd42138,478.7183
cd62a1fa1eb574a4ec4ec390d3510e65db72e1ad,425.874
2181b6cd1a507e4be28b56bc22a49fc0c508891f,462.7805
5cf539ec5fbefdd7e36c73555623aef55261b30a,622.74023
cfcaab878786f9216a4d8433f2a46bad9276aee4,458.14212
1b24de7ad1184ad4a97f373e876b96eea61c6b17,502.55057
c261830482fb017b2cca67da0781f4b8b8d83187,472.37952
62add403579d50fbee420593bd16447b10679b89,483.43808
d8e056958f364d9b9abc8cd7d7e464341655e324,472.37952
e00b16108ae0577000f16ced5a92205b35879b17,433.52655
578b34d9c52218727f025eeeb7e9ece099e7962e,472.37952
91011d06f4c11199a3ae872aacadadd7d5d75f1c,472.37952
139838127162e6aa92bebbc5651e0472286a0619,472.37952
3c4914af467ac58e125a45a078ab6cd43e13b655,450.0477
2a325c32daf5b142cb0312bd9bc7b97ab6dc2fd8,443.17514
df7d7db821755b6e9a024a3cebe06b8155d9c708,446.67303
8134453bc66345ba09033fc2118df694fa6a5299,475.80005
6e3fa5e6dd0bf71c8fb50f78c463e3b69ac0a00b,458.36633
b04d55df23021bca201b74ffe2e63ea7f2449877,482.54175
3f318550fb1494cc6160d1e031ae29ac2fc065aa,459.67123
ef77de8ef635260390a3261262869ca5c6135f59,472.37952
2dd2c7b4d6c1a00daa2ec9d46085f48d3597d8e2,472.37952
c7cc0461b2c741ae81ee815a975dc6b9e514875c,461.70172
73274817307e9baf478abdd2e6e73bab0ab26ecc,472.37952
af6c4e9ec5b12de767977306416bd0d9447d310d,431.44305
7b309e8114f95274ac95aad6697df953fce1d861,449.96234
354a476d6cc00db02bbe4bacbebe0298c14b9926,472.37952
1129f19bd9bdda52f995bbbc88ac1d7b2c7b10d4,437.00595
adcb305091a3f8b4a9771362caaae7d2b39465c2,470.75977
3b08ec5615162eeef39ddf97c305601f8d6be53c,663.39185
dd8bf6ed8a7291b0bac35478a7d4812939478898,509.06808
298c9c61c87385c00c8eaa4192d153a8d059e411,460.26062
df79eec536e5028c8774e72b5ed0ea72ee8f63b5,472.37952
64449fe7c928f02f796c5b0d527c681b537f7859,439.7263
bfaa66d24544cca4105e4364d9228bb8dc61c14a,472.37952
62d6fdccdcae41351a63bcd346eb65178c0481f1,6.821798
5b4105ad5fc607cdcd25108cdb499ec0c7f7cd5c,562.2406
f0d08da594cee151c351acda8e05cedb7aa8f2e6,541.40936
cd2030092aacaa9580845fc92189ad3bc1a88129,422.86325
1372e1ae0bd729de3f59baae76f62b02b73b21ac,467.9574
3a74629fd3af085f644ada2fd31359de263dc95d,441.07162
c5c4d066740c70017879a186e3df0b148edb1785,442.72205
93622845055ef268067ee6964763aff9683e8360,445.52383
5201a5f9e394334dc5fd4a496f8f50e6208d19e7,424.63852
7e760b93b2a189673c81aff7015aca45b4f50f3e,450.5188
eaa1a34e13b8a09212e41da38d9aeb156cdb67ec,472.37952
e4e972daa04fa516a7faddc8f3a9051fa1a3ef73,445.927
04013eb3b9f5e047e3c384cbc124d6be434890c1,431.68713
da0d4b43fd0c5896ab67944d72aa269aa842668e,601.73315
27b0ea08fbfdf0ab929e8910fb53de7f2d38e027,445.123
bf751d79db8096cf876ac75002003bf2a7da2035,447.12225
6e85f5878fde0da41bcbdeb1050e561c334bc31f,472.37952
726af52ecc5309864376cfbb79843e4d9bc67eb0,510.23224
cdad5bfc0354572880fa799d9a0af784137de4a0,472.37952
ab662cdba1df0e1c825e0a4ee853ba1e1cbc93b7,474.1704
9cb5797ed8f7ede425ba307f769774b42460774c,446.55783
ac75c3f733f769455017ffdcf9b4ef75af3f853b,431.11847
8c408798149631973f52a14f363b604349f3425d,628.5542
b2994317d9802cb04c018f57f863aaa6fae7a2b7,472.37952
0f1c44bdb576aa13a22627c4415521e2a68398e9,472.37952
b04c28955fd0f07bf69fc01d69aed8d166814b31,426.86334
8526e4bbbef79ed45f772a3cf3f872feca4b2c78,447.67413
fa2603e1077c05493a48a74c6365a8d938b9bb58,449.11725
0432abb93e94758393c78d674c53761c8e7547b2,431.18875
49b0b691c0182295bc83ac4cc9d50a64a5848c0d,527.8746
40e4c903604e672a031abf55a0e9d0be2499e19d,521.42126
954ace12d31d77ef4ea626ea92bdeb925fd6e5ae,579.2147
ae275ec587fa99cbc535a14b099e9a53418ad6f5,607.60425
a40bcb038126e8fcc18613587d349c451b17495e,601.66986
9b19bbaedd6ecaef988bef930c5793119b19dc00,447.13593
62d3a19afc54c1410e6e771ea29b909f8796cdcc,472.37952
d20057efa140f475a2ab2abe27411b82e8da0e5e,472.37952
96e1a9ae54f3094c2837def24b35651fd65b7683,472.37952
3d6a4ab1849805f82b0f394f9a4fa437f4b32ac3,425.74203
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,471.47186
f97828327a4314a4678a907d32d289e43235a80f,472.37952
46ef075a91ce3096159d24ef137e502955a2e92a,451.85358
525cdb6a9a5f67818cf00847195ba88f8fe91978,472.37952
0fd2ebb2cba41467a2f1f064879e27c14671db11,452.77274
1a4a64788e42e62aebaf976e118e4312f271be20,530.6475
53c0a7d0d86fd533212fc581cf32c5cccadc294a,472.37952
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,495.41638
fb888df8e882e6c0d8422fbd16748fe087fba56a,472.37952
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,440.5782
268cf78cf0732bf2305b70f7e0d213f9d4426fb9,472.37952
d920d310fa85f5d607cddd3f366d1fb4901372da,461.91125
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,461.6758
15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,472.37952
ba01e15e5a2f24d0dd9b724618655a329ad61213,460.65775
dbeac2f05498472ec708163898309999efef03f2,420.76913
31782322f561ad5f596f6ae148c8204fad23705f,472.37952
bfd9561d59f723b856dbcc1ce674e11bba238a99,472.37952
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,530.7441
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,456.1503
825b9a5eb0d8725082051b41e082aed01dc9be7e,416.76004
67d77c90ad21e26bfc94677547f6910b01dc1d32,433.66595
5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,472.37952
74271d115ce6ed32aa2aa834385200a606c62bce,411.56995
6efd349903f7b391b6f920cc76de7b507258a8c9,431.22488
e85ffa10d21d03b9b4e925b5808dde341be4a62e,472.37952
c0934de7b64b1ea909ce77c97580606e18936874,590.89825
f81906feca10f1eeb5153e9f662a06040dc795c9,550.544
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,440.31256
2ad02e38865830766bb87531dcb154852364eb39,485.91885
e2a2e25e4621145f30dd816bb0524080d0d0fe6e,472.37952
f986cc713f62755c8e4e47a388f9775fe2f46b40,433.81323
143481c553f2f07d71a7b02d4364cf716eb213c3,492.53397
7c2c0ca131808098924fa3305efe67029c95e527,482.21912
862074b9b6dcb5e90476279725b9d0aa991f1e86,419.21872
a5873b09206a34e65ff84c5d12d27998701220b4,450.0477
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,446.21597
cd532929efcd6be773ba62fc83c631a77eb24e94,681.72345
64a70bc39c408304ecb8e572765315a3896ff833,459.86398
5573caf7f47589820461e64565f85c11bf9f122b,434.2971
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,598.1423
e7f989fad23aa525007003e7d1382ae56c9947f5,450.63187
44b8f6f734d554fec0da2e60da8d27868798c802,478.7183
ae0ce3518210a23804d30a83c92f5c2da6fe1382,472.37952
34d6082a74330b3f5bc565fc573674afaa03f661,779.0558
d25c087f96c3997d6328b953d4a710d27ef5838a,459.60828
0e916480daf872f3cfd63c9decda513616804b6a,472.37952
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,472.37952
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,458.56433
e447d3f2d58677fd267d7a03f501ef642a1d4e06,419.94202
fbe1950b1a096572f21ea11345473fefcba6c84c,467.21103
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,472.37952
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,445.26807
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,472.37952
48bb95f95bf1597bd67366fb50610ada3df98863,437.9211
51ae593280f360e68b5400abcbb0d37f1ecade71,848.5042
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,472.37952
d306f972ccb66cdd4b336af47af14e1bf8240cec,472.37952
8a1a696322f3f7e0861982fbca06cdbb039832d9,472.37952
6058199e6bda1e0af51a1186b65ff76d4fe4035c,526.4769
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,443.11325
31a4df5d818242efa0d50309c9bd5e503d3811fe,428.51257
89c71043264315c4e0eea0f8775363a12dc82061,430.52673
81d76646552b14b85adb5d258e5a135fd7ddb86a,463.06543
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,472.37952
b63eff83ebc02e1bc7a73477edda3b76a05571b6,472.37952
c4a3b96cff4393b06246604527f1a558ad8b66b3,536.2155
dc284de80ad0db4a78bee253f995f0920e340cfa,472.37952
45eab0d008b4971810ca4b2d7b735916d9991a9a,665.9175
982fd0566d5924b506fe1477fda3513984c4c702,528.97485
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,508.6245
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,428.27917
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,472.37952
8cadd025151167286941b7d4f113e0335e046bbb,565.6865
412696b14eed4da0a81260862fbe1855d8fc75a1,472.37952
6629196865947bb489338e3fa1c9f0e56614ee72,507.5562
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,410.17953
bff7d200b32aa005540af908fb325a46ca9bb742,433.25256
22a2734a900eec40dd32ef379894cfafe40c63c6,472.37952
edfe4f7961749b29d0bcb06933f1a8710846e116,452.77335
5d42040f9935aff1dabc32c4f5a578148138e1af,420.87476
bd01964e27b0e530ca458b382b07493aeb48a2ef,446.44745
6588cdc7aef843b1775104bc38017bb3f808c7bc,441.32086
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,580.7462
1d705b7b461dfd626645d5df319ab733c1c1ca73,451.38135
106b58912414f794e754883865bf6e4cf68adfbc,445.46518
308f5a51e95317261a7d66fa83feaf3504542cbe,473.63004
973c923e39db780e329a64c6049dc85d9be17978,415.95306
19dd82f8d74cf3f076d24e9985dae14d95a9318a,476.4682
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,445.927
7f9879b40a268318e2a969e73156aa9df7a48c13,524.59863
3060b85e8d3e20b11f4391e64c6f916cede388c5,472.37952
866d7784ed1380003929da44f965aef9339702f9,602.5165
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,472.67868
032ef02de121b7ab5f2ee4ffab719f464050f862,472.37952
68040110ffe6ecacbbff5e21086c8c416132a22c,472.37952
f66562b958e6349449b87fea0a01fab214f6ec8b,411.56995
beefc7a89a2d9882e5983d80e356f8b7c23994f7,478.29755
82d7709a8445664e93038482fbfee478e8a40273,489.11966
e3929d32c498f8e45ae326017cf7c60308880d94,607.0007
9da35674034a0a1373298436fdfb2f1d840a6da2,436.5278
6d980e58439452168c46e569c5671e7820d0800b,472.37952
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,427.1926
2f8e05c2d702db25093589b14295ab88abf009e0,472.37952
407861b22074fd4b864404e8ef0942947c9ec7d7,472.37952
d426e04457c4fc8b4068a7da6805a7ab8e07224d,436.7955
70aa6679bdb9627324f6626534a7709cdcbdb0f8,472.37952
f5c04dc290d6706af8214800e25be19129dc9f7b,432.7764
cd20ace0b8fb57cecb028764042f1c7851d39507,418.9143
eb5f0ef501357740c2ac626bf1ce233475aa47af,484.80716
0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,472.37952
383f9cdf1c3d46a2cd312345792cf74f15e4b746,535.2123
c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,472.37952
fe23ba819708fa369addcf9e6dcc7657cab3a96a,480.51288
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,660.16785
c4e415962974bee4963519523194e05c3638dd39,472.37952
d50835b7ccba559c85daac789b52a4dd31e98eb9,457.06314
b0e8139fa43e8c764878dcd69f3548d74353d838,451.60977
e023d054a9a69d221946660afd3b8cabfcd05230,472.37952
9284a89fdbdd88fe9877dad42e9984e7e2484e20,462.58405
f4c4cee74ce9ede036564ef9b80aba39c768e126,418.96255
b1b16d232ac65293996ef45fcac75a0fca3e7325,472.37952
b8fb9eb73a9f599896d49678bdab39e07479b2ba,433.02225
c04b0546f83b9eb90d11ca7597181b9ef956a80a,472.37952
bee771ff249f080561ad1b67c3a0050a3ab89b32,478.10617
b1cb99c8b63b442384c0af490ca27366e5a91489,472.37952
809ec35d37a181001a42e6340709505e78a2c577,429.92624
67da0b704f0c6cc6037509ab516aaaf58fd950b0,465.19
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,437.68002
4617bca8992d06315c5592eb69d2493ac7ddf543,472.37952
60290f6053f0e9a625bc9d2f699ca507e8985292,433.25546
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,468.8858
89d16717c0a898a0955477e778e309036aa6e584,472.37952
151d112bc6f05c1069b4b743f73f92a08826741e,472.37952
a90416a3b247048aaff99c5f2f88a45e2dc20046,472.37952
4dff8608a5941c894c2f71aae910da722b5b2b2d,439.04755
67833093fd0fde740199378acf55c33de750736f,453.30045
23c6b7ea47102c0ba28ac805a03304d515494ecd,497.31067
685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,472.37952
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,431.22653
68b155dada9a40aafaaa7714e063a432dd8275d6,421.9638
bd21086734939a7c2bc239854d12d7b8b2009fd6,472.37952
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,616.57355
04df4468d9913083f7984969a8b2892f210b4193,424.62903
cc2a0d12abf9b0917d668bec85e91fafddac7c45,539.8873
3c5e07f1980f7cd16cd801e5f1b4f02825274201,472.37952
e9b1849607e9d8ab47b7fc39be369805313dda59,420.53665
f4908c99ff49fb68410ac0d479e7def865dbff16,472.37952
4fd6d0176a158a7e6c0e74ab3b5559ffad569413,472.37952
8919315667eed33ef7df11b0dcfc40d6d69163b8,472.37952
0adec45c06749fe632ed2304c345b14418d15871,472.37952
95a22a438d6ae5aae37830d6a7fc74e75fc981af,454.3473
27584421ac81833fb4ccf564a6fcdd4ac2b698be,534.1179
e720fd525ae844a709b93fdb28f7914c48d8160d,504.00552
24fa503c4c1225e71a37fe92b354c626e099cbb6,685.58777
6af857c10637e8e60ee8723080d306cf45181a2f,614.499
4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43,472.37952
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,449.9924
fe61cad7894d78b02178a3eb5ec99ffdb5351160,472.37952
b47ef6a5c4acfbd675d3b3946bc23a9749703fdd,472.37952
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,453.6187
3a9507cc35b592af5172dd8ebb28cc89827e3f68,432.47083
132375a118767bda43cef7d17fb9ee7e3910fda6,453.36673
551f1885fa0f60bb05f612a39cafe53130ac961e,421.6743
399626499b7dfe518b8a4a57b801dae132f325db,472.37952
cc3750ac71c85cc688659b3eb20dc112738eb623,688.92035
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,438.92566
9c87e30e40e82eba487a7fb0b594eb881db74389,425.19788
dfa9e94c4a431aff8ee89b047cc66d0c7e44988b,472.37952
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,433.14352
f3931aca05bc6c99fe0c03619fc54098c0c515ef,472.37952
16f6526457cc7d849c2a9829efa0e021c78353f0,508.36545
74b0cbfbe74747c9780b564db3e624d3c19878a2,441.08978
fc67a6d22a9d1beadaf42cd714789d5749800b19,424.35162
d0c7acbad13d292e637f23633da232e29186e20c,450.0477
b921a4ac834cc1109c06e7c1de9439c0daf16e06,517.5441
e31ee5529458da77ca3239ca06f64465e737e454,450.24936
7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d,472.37952
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,441.95322
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,535.2835
b095a86f58a41adaf4197caac4b38de0a96a4058,474.31607
05a25962f9f30d8544842ec3d79244e99d11017b,684.53326
458f801c533d802e3655e9bbced52ee22826f197,458.34793
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,445.95895
293ffd1359a352518d31928214161b644128851e,530.1281
95068b8d72613d8b51b22243060dd50a498e4dbf,487.1266
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,424.41
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,460.06668
758e005c28f680380e79d7935f29ce42c3b49dfe,517.5441
881348d182c96239cf7f78a13cefa5adb47fb752,472.37952
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,468.15988
88bf2ee39f502979c06148c8ed9ad29b2df033a0,472.37952
52a23c1eb5ea201859a91a6cb70114032878f7da,432.2335
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,587.9408
7361dcd9f215eaa06f5ebb15438e19a7113cee0a,472.37952
6dccb96a95dd55aeed519fcfaf84d26493df68fe,472.37952
ec12ea01cda3dcf0c6271ea7140c656f4774264b,451.6964
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,512.514
c62671ce23840752f47d376866a2f2e0bb5a8248,472.37952
131010225a14ea18fa1748a59efd6413fc0eb338,447.55875
a2b095e8fed2a3edb2a751b5e1e71336757e278d,441.38638
766e70bac5c7e88381749ba3f140e03132b0858e,429.64062
92f75ecf86b6e027c977162cc4297db8d280b2be,472.28287
a2b2a641336472d368c2c4b2253e9455fd58d688,472.37952
a3af6be26868494212d438ddc80ba11e55d7261c,506.55847
a9442d2d488ad2b163e4b3b0904c5199ce2e6547,472.37952
822f4e8f415d032b8f75c14aabc5dda8f2c9b352,472.37952
defb13732108dd8d257e70b84e439d9020576209,490.5788
44da0e8cd06e7ef15f8276bdf5a7ddd2af3c2bf4,472.37952
8120c2970d5087725caa5d3d87fcfb24155d181b,417.57214
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,535.1801
95ced045710caddbab17dd0552eed9f15d76b4b8,539.1504
629fba23b8937cd3f4ae214255cc9b01b601dc9d,546.25586
17cafdecd37633480065ba97838ed940156e0a07,476.3
6c0dfc8194ddb5a42d67afaa87a147a3d8fd0280,472.37952
39342260b5d0b77e66491fa443ba490d843c00f9,472.37952
95dbcd144e591c2694acc9bc942726784469d0f8,472.37952
5f553236d725160fdbff443604199b293f1f44ce,465.22482
869b7dfefe247dfa859db744c33c2678411dd945,500.4073
4f718d14fd2f4506b47f244ff6ba9989cf256207,472.37952
c910640a6e6c25b259dfcc4990f2899245e988ca,430.456
c9210ff822feac437edffb18dda200a8f3ea1a59,477.23697
e18348afecf00cc3d88f3ba48351ce1843f220a0,467.46112
5954217e13179b6043acc782e102668a2612a8e4,442.76642
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,447.37534
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,439.27017
ecc5e4f34e3b99b1b80f9e38a37b98a6e5d6a547,472.37952
1b9c7df10bd386010ef382f8b2e1d7bf6b926a8a,472.37952
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,468.43143
a7275f430267de859f35ff4b68e4a276e5be7279,444.55844
5d8539ebe86a27c576d5f46bcba6ba71031a0143,472.37952
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,457.09552
870a45c11058f7dfab6d067039447ce546c208b4,472.37952
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,500.07742
812dad3abf68e537e7a5f58627c83daea4375233,453.9374
03d57928e7232e9c4ec2bbcd08b78d6848d77ff2,472.37952
8b9fea02641babf2396079c6edfed9abb45117bf,463.06256
b1cfb0fc5ea5e6e324f01264006ddf38c478a9e4,472.37952
d8788a6c3e384b392b77f519451fed79c34453a2,702.3399
1e6d53083bfb60a532c211edc06a3b3122eaa340,437.51617
67c6e2c1d6737147e2585acdaad8d38d14c09c4f,472.37952
1db27ec90efad017f1e8e8998389d75f98149663,452.29974
ee22b8c134e9178600d57236685e0822b2034601,595.59955
b03c5ebab160571176fd665bad3b559d23d28f4d,577.6225
018c21da2ea1df6cc5d00ce480c48672c234ddb5,533.6555
5a71e57629eb2d9b1281fa0acf78fc410f82233a,426.01944
63add5acaf261ef36ff419c5cf3301d8b1a91b06,436.82446
5b7f5fb34de0f846635830319871e2bdd06857b1,466.75208
e074b29573906c0b39248900a4d73df3a44cb72f,456.395
b531258b394067bfd55762aecedc84154e145dbd,472.37952
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,478.7183
6581d33040854c49896098641bd48cca28d0bfb1,430.9576
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,527.1733
07333b87f6d8b5cf5c7022761b649115d184b038,472.37952
9f92a391a271d11a1530427da3a2cfec21c57679,472.37952
e5129f4e0fead85906b2b0ef48b253420c85060e,432.8063
e6a92b275fb840ad324abb74e09a4d3517e7785a,472.37952
64a758225c8fee36cfc6a33f8ce52435bee3f22b,531.94885
7866c1a752ede108330f59479ba22bbe27e24959,461.6437
e2d2423c2aa3c3191363bccba383a85740b6003a,471.09842
e26a4055e714830a051bbd4118cb4e10cfe613f9,453.35562
a2a35215a2bacc65b551efa3a17f34c5566ba27b,438.28592
9e53b4840e7a00693adbb1eb46654e76c8309a61,480.77866
ed93af2a0aa97c2b5e891d2ffec52090d447b8d4,472.37952
4665254e0bacb0ecb8a006903b69fa80b51490d5,489.57886
64a6357ce0328ec2be2d70104169f3b044bc3e98,472.37952
166fb0fa70c428f172f3fcb85eddff4b3ca33545,511.42548
b7e544c21d1ff99ef7b6d78a86b325c0645c9160,472.37952
766c88ba88b04bd663ed05616d542db453b12cd5,472.37952
16ba4511e82380eebd8917142d36a7f2ca28afd9,427.48657
d03bea3b98a10800cf21885099655d78156b34c9,472.37952
cf8eb8667a6230dc65850cccf3a1abf21ba8391a,472.37952
b9ceb5058547f7ba48f2fc6323c2dad311e83349,472.37952
1605b2665d898bf88f2d12046ffc219fc98011dd,472.37952
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,432.24457
2b40888cb9a0fa0aca9642febd79836b4a71723b,472.37952
3783d0f562e9914300b98214cbf59c47df628116,432.13614
6259df3d2eb137841e632a56f2f7cca3e3ff4172,454.3473
89b4c8805837e713f9a730c673c222d2fe78bd69,414.40372
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,598.28784
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,427.49918
c90b14063cc4b109019cacd40eba1359439a23a8,437.35126
ae4b34c351e6200ec8d84d3b0681e0789dfa1acd,472.37952
49412082f17170a1b1a7a0f4811fc3f84cab68d7,434.5555
9f8d3b5c8003823b00814d8650478f4a4123310e,526.422
8e56d9484341a1aa78b2e5aa5fcd3983f3f2bcdd,472.37952
973f904d79c6d3556de58dd6a26972c4d1f519ac,449.90384
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,478.7447
236ccca2305d258085cfccd31359d025e8c2ef03,454.5049
6e6e61a418676943dab9187c8c0a7c7608796ef3,455.4886
00a65504314fd5a7c062943e9b5f2a282c43c96b,472.37952
35c68cb7b68131dd4395dbaaceafc098adb26efe,499.97983
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,436.14362
39f3b003b013995457d88d0f976e589375ea381c,548.2928
be2efc5d7aac68e406e259efd6a1383b0535d030,504.93893
05654f1872402567f29cb0dbd2b6a67ca962ba20,428.60428
01ef84ddbd815b848e2791e31d1e1fb530af0800,448.20938
c617565d917710c71fc918bbd53a980d54c98b01,472.37952
0347f75702f7a58defa7830fd2160be814ee63d7,463.55527
e9f4a7e0f743c19594d064f493acc7da5705cb97,535.9584
cbc361742d9f5471b72c408c86a163a3a0babdde,445.51126
51a5c6236ca8dc5f31f3a163b32f27117200f21d,472.37952
